reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
5.0,2016-05-04,Family,1,sepilok orangutan rehabilitation center amazing mustsee opportunity went  times  days am pm daily feedings center baby orangutan area behind glass observed recently rescued individuals open raised walkways rainforest observed adults come main platform eat bananas drink milk feeding saw many orangutans sometimes ventured onto observation platform walkways right next us weather oppressively hot humid lasting entire hour observation platform challenging however seeing orangutans freely roaming native habitat worth fences sanctuary try attend afternoon feedings since mornings often crowded tour bus crowds highly recommended,2016,5
5.0,2016-05-03,Couples,1,walk viewing platform saw orangutans close got good photos viewing station good view little ones including adoptee good information given individual orangutans enthusiastic guide feeding station quite crowded difficult see older ones overall lovely experience oils highly recommend,2016,5
4.0,2016-05-03,Family,1,park nice getaway especially taken consideration meeting orang utan wild promising orang utan sanctiary good alternative warm make sure youre monkeys fedin park also nice hikes,2016,5
5.0,2016-05-03,Couples,1,work exceptional expect need visitors contine fund great work get opportunity see playing feeding stations saw many orangatangs various ages including mother baby macaque monkey would recommend visit anyone interested conservative wonderful creatures,2016,5
3.0,2016-05-02,Couples,0,nice place guaranteed view orang utans seminatural environment didnt find wild would decent plan bafter visiting baby orang utan center viewing adults feeding platform short one way km walk rainforest unfortunately didnt get see birds call bird trail hear scenery nice run couple squirrels butterfliestip store luggage including large suitcases spacious locker boxes free,2016,5
5.0,2016-05-02,Family,1,visited place  times first see orangutans kids age   loved second time walked bird trek saw birds great walk bird watchtower area must,2016,5
5.0,2016-05-02,Couples,1,visited part tour wider area absolutely fantastic experienceto able walk along board walks trees plants finally see orangutans trees feeding playing great experienceyou watch short video first arrive explain great work going going board walks see orangutans feeding also go nursery watch baby orangutans enclosure watch playing around memorable experience,2016,5
5.0,2016-05-01,Couples,1,admittedly orangutans one favorite animals place really special incredible work rehabilitate care orangutans make visiting humans great experience although guide nearby hotel sepilok nature resort guides required visit nursery although glassed viewing room air conditioned section seeing younger orangutans learning swing play etc priceless morning afternoon feedings different afternoon feedings quieter less crowds although say arrive  minutes feedings really dont need  min walk gate feeding platform,2016,5
5.0,2016-05-01,Friends,1,great place see many orangutans thought would said would rather wild sanctuary little theme parkish said seem taken many steps possible keep orangutans away humans juveniles behind glass best possible addition big boy came close personal photo shoot seemed know posing pictures great time zoo zoo,2016,5
5.0,2016-04-30,Not Specify,1,flew kk sandakan visit sanctuary worth trip views mt kinabalu flight sit left side sepilok short ride airport many proprieters take tour met driven site taken trip parkmany interesting varieties flora fauna orangutans come feeding sites interact guests quite humerous mess afterwards take short trip sandakan tge chinese temple floating city nice long day,2016,4
5.0,2016-04-29,Couples,1,stayed around corner sepilok nature resort grand plan get early spend day orangutans sun bears two viewing times orangutans   outside times park closed however sun bear enclosure open daywe morning feed grabbed lunch lindung cafe gallery superb snappy nap went sun bears afternoon feedi really wasnt sure expect sanctuary came park new found respect organisation running program heart felt desire something help amazing speciesthe orangutans simply beautiful fortunate enough see twice platforms addition impromptu leap walkway finished bird watching walkyou help smile swing tree tree interact one another wife wrapped experiencethe sun bears also wonderful rather small exhibit walkway tree tops provides excellent vantage point photos general viewing cant recommend experience enoughentrance fees approx myr per person,2016,4
4.0,2016-04-28,Couples,1,sandakan world famous orangutan conservation facility sepilok unsurprisingly number visitors ship also sister silver whisper many tour groups largethere long trek along substantial wooden boardwalk covered viewing platform able view provision food orangutans liberty collect visit two great apes came eat performed acrobatic moves ropes jumping tree treewe departed shop orangutans adoption opportunity latter quite expensive however fridge magnets ephemera realistically pricedalthough enjoyable felt visit rushed would like stayed longer hence disappointment time see orphaned animals passengers trip spend longer drive distance reach proboscis monkeys reserve,2016,4
